data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-06-29,2021-02-28,inconsistent,0,7
2021-06-29,2021-02-28,consistent,1,379
2021-06-29,2021-02-27,inconsistent,0,2
2021-06-29,2021-02-27,consistent,1,1238
2021-06-29,2021-02-26,inconsistent,0,8
2021-06-29,2021-02-26,consistent,2,3568
2021-06-29,2021-02-25,inconsistent,0,6
2021-06-29,2021-02-25,consistent,2,2116
2021-06-29,2021-02-24,inconsistent,0,2
2021-06-29,2021-02-24,consistent,1,759
2021-06-29,2021-02-23,inconsistent,0,4
2021-06-29,2021-02-23,consistent,1,786
2021-06-29,2021-02-22,inconsistent,0,2
2021-06-29,2021-02-22,consistent,1,1152
